"rental_id","rental_date","rental_month","customer_id","customer_name","total_rents","active","city","country","film_id","film_title","category","length","inventory_id","store_id","staff_id","staff_name","payment_amount","payment_date","rental_duration"
6405,"2005-07-11","July     ",357,"Keith Rico",1,1,"Bratislava","Slovakia",868,"Superfly Trip","Travel",114,3983,2,2,"Jon Stephens",2.99,"2007-04-11",5
6406,"2005-07-11","July     ",392,"Sean Douglass",1,1,"Addis Abeba","Ethiopia",970,"Westward Seabiscuit","Classics",52,4439,2,2,"Jon Stephens",2.99,"2007-04-11",7
6407,"2005-07-11","July     ",140,"Eva Ramos",1,1,"Clarksville","United States",169,"Comforts Rush","Travel",76,775,1,1,"Mike Hillyer",9.99,"2007-04-11",3
6408,"2005-07-11","July     ",350,"Juan Fraley",1,1,"Teboksary","Russian Federation",437,"House Dynamite","Family",109,2008,2,2,"Jon Stephens",3.99,"2007-04-11",7
6409,"2005-07-11","July     ",537,"Clinton Buford",1,1,"Aurora","United States",845,"Stepmom Dream","Foreign",48,3859,2,2,"Jon Stephens",4.99,"2007-04-11",7
6410,"2005-07-11","July     ",560,"Jordan Archuleta",1,1,"Avellaneda","Argentina",250,"Dragon Squad","Action",170,1127,2,2,"Jon Stephens",4.99,"2007-04-11",4
6411,"2005-07-11","July     ",124,"Sheila Wells",1,0,"Ktahya","Turkey",948,"Voice Peach","New",139,4347,1,1,"Mike Hillyer",2.99,"2007-04-11",6
6412,"2005-07-11","July     ",220,"Charlene Alvarez",1,1,"Zanzibar","Tanzania",832,"Splash Gump","Family",175,3797,1,1,"Mike Hillyer",0.99,"2007-04-11",5
6413,"2005-07-11","July     ",251,"Vickie Brewer",1,1,"Halle/Saale","Germany",972,"Whisperer Giant","Sci-Fi",59,4446,2,2,"Jon Stephens",6.99,"2007-04-11",4
6414,"2005-07-11","July     ",502,"Brett Cornwell",1,1,"Siliguri (Shiliguri)","India",177,"Connecticut Tramp","Sci-Fi",172,814,1,1,"Mike Hillyer",7.99,"2007-04-11",4
6415,"2005-07-11","July     ",84,"Sara Perry",1,1,"Atlixco","Mexico",908,"Trap Guys","Foreign",110,4175,2,2,"Jon Stephens",9.99,"2007-04-11",3
6416,"2005-07-11","July     ",158,"Veronica Stone",1,1,"Greensboro","United States",236,"Divine Resurrection","Games",100,1063,1,1,"Mike Hillyer",2.99,"2007-04-11",4
6417,"2005-07-11","July     ",80,"Marilyn Ross",1,1,"Ife","Nigeria",667,"Peach Innocent","Sports",160,3042,2,2,"Jon Stephens",6.99,"2007-04-11",3
6418,"2005-07-11","July     ",185,"Roberta Harper",1,1,"Shahr-e Kord","Iran",681,"Pirates Roxanne","Sports",100,3101,1,1,"Mike Hillyer",1.99,"2007-04-11",4
6419,"2005-07-11","July     ",311,"Paul Trout",1,1,"Kursk","Russian Federation",805,"Sleepless Monsoon","Animation",64,3683,1,1,"Mike Hillyer",4.99,"2007-04-11",5
6420,"2005-07-11","July     ",206,"Terri Vasquez",1,1,"Blumenau","Brazil",971,"Whale Bikini","Foreign",109,4443,2,2,"Jon Stephens",6.99,"2007-04-11",4
6421,"2005-07-11","July     ",479,"Zachary Hite",1,1,"Akron","United States",978,"Wisdom Worker","Comedy",98,4477,2,2,"Jon Stephens",1.99,"2007-04-11",3
6422,"2005-07-11","July     ",257,"Marsha Douglas",1,1,"Beira","Mozambique",166,"Color Philadelphia","Classics",149,762,1,1,"Mike Hillyer",5.99,"2007-04-11",6
6423,"2005-07-11","July     ",427,"Jesus Mccartney",1,1,"Guaruj","Brazil",199,"Cupboard Sinners","Documentary",56,892,1,1,"Mike Hillyer",6.99,"2007-04-11",4
6424,"2005-07-11","July     ",359,"Willie Markham",1,1,"Almirante Brown","Argentina",667,"Peach Innocent","Sports",160,3040,1,1,"Mike Hillyer",9.99,"2007-04-11",3
6425,"2005-07-11","July     ",339,"Walter Perryman",1,1,"Xinxiang","China",545,"Madness Attacks","Foreign",178,2487,1,1,"Mike Hillyer",0.99,"2007-04-11",4
6426,"2005-07-11","July     ",495,"Charlie Bess",1,1,"Baiyin","China",111,"Caddyshack Jedi","Action",52,498,1,1,"Mike Hillyer",7.99,"2007-04-11",3
6427,"2005-07-11","July     ",122,"Thelma Murray",1,1,"Lima","Peru",233,"Disciple Mother","Travel",141,1043,2,2,"Jon Stephens",0.99,"2007-04-11",3
6428,"2005-07-12","July     ",187,"Brittany Riley",1,1,"Sumy","Ukraine",951,"Voyage Legally","Classics",78,4365,2,2,"Jon Stephens",2.99,"2007-04-11",6
6429,"2005-07-12","July     ",342,"Harold Martino",1,1,"Boa Vista","Brazil",28,"Anthem Luke","Comedy",91,141,1,1,"Mike Hillyer",8.99,"2007-04-11",5
6430,"2005-07-12","July     ",390,"Shawn Heaton",1,1,"Nakhon Sawan","Thailand",39,"Armageddon Lost","Sci-Fi",99,178,1,1,"Mike Hillyer",0.99,"2007-04-11",5
6431,"2005-07-12","July     ",458,"Lloyd Dowd",1,1,"Tegal","Indonesia",760,"Samurai Lion","New",110,3471,1,1,"Mike Hillyer",5.99,"2007-04-11",5
6432,"2005-07-12","July     ",293,"Mae Fletcher",1,1,"Donostia-San Sebastin","Spain",216,"Day Unfaithful","New",113,970,1,1,"Mike Hillyer",9.99,"2007-04-11",3
6433,"2005-07-12","July     ",101,"Peggy Myers",1,1,"Abha","Saudi Arabia",299,"Factory Dragon","Travel",144,1357,2,2,"Jon Stephens",5.99,"2007-04-11",4
6434,"2005-07-12","July     ",102,"Crystal Ford",1,1,"Ashdod","Israel",323,"Flight Lies","Sports",179,1478,2,2,"Jon Stephens",5.99,"2007-04-11",7
6435,"2005-07-12","July     ",561,"Ian Still",1,1,"Garland","United States",427,"Homeward Cider","Documentary",103,1957,1,1,"Mike Hillyer",0.99,"2007-04-11",5
6436,"2005-07-12","July     ",122,"Thelma Murray",1,1,"Lima","Peru",822,"Soup Wisdom","Family",169,3758,2,2,"Jon Stephens",0.99,"2007-04-11",6
6437,"2005-07-12","July     ",355,"Terry Grissom",1,1,"Matsue","Japan",991,"Worst Banger","Action",185,4539,1,1,"Mike Hillyer",2.99,"2007-04-11",4
6438,"2005-07-12","July     ",211,"Stacey Montgomery",1,1,"Fuyu","China",91,"Bound Cheaper","Classics",98,412,1,1,"Mike Hillyer",0.99,"2007-04-11",5
6439,"2005-07-12","July     ",406,"Nathan Runyon",1,0,"Charlotte Amalie","Virgin Islands, U.S.",759,"Salute Apollo","New",73,3463,2,2,"Jon Stephens",2.99,"2007-04-11",4
6440,"2005-07-12","July     ",269,"Cassandra Walters",1,1,"Salinas","United States",464,"Intentions Empire","Animation",107,2148,2,2,"Jon Stephens",2.99,"2007-04-11",3
6441,"2005-07-12","July     ",505,"Rafael Abney",1,1,"Talavera","Philippines",545,"Madness Attacks","Foreign",178,2489,1,1,"Mike Hillyer",0.99,"2007-04-11",4
6442,"2005-07-12","July     ",360,"Ralph Madrigal",1,1,"Arecibo","Puerto Rico",282,"Encounters Curtain","Drama",92,1273,2,2,"Jon Stephens",0.99,"2007-04-11",5
6443,"2005-07-12","July     ",155,"Gail Knight",1,1,"Bern","Switzerland",199,"Cupboard Sinners","Documentary",56,895,1,1,"Mike Hillyer",2.99,"2007-04-11",4
6444,"2005-07-12","July     ",168,"Regina Berry",1,1,"Jinchang","China",479,"Jedi Beneath","Family",128,2214,1,1,"Mike Hillyer",0.99,"2007-04-11",7
6445,"2005-07-12","July     ",385,"Phillip Holm",1,1,"Tama","Japan",127,"Cat Coneheads","Comedy",112,582,2,2,"Jon Stephens",4.99,"2007-04-11",5
6446,"2005-07-12","July     ",473,"Jorge Olivares",1,1,"Lhokseumawe","Indonesia",793,"Shrunk Divine","Action",139,3634,2,2,"Jon Stephens",2.99,"2007-04-11",6
6447,"2005-07-12","July     ",482,"Maurice Crawley",1,0,"Coatzacoalcos","Mexico",861,"Suit Walls","Games",111,3945,2,2,"Jon Stephens",7.99,"2007-04-11",3
6448,"2005-07-12","July     ",160,"Erin Dunn",1,1,"Ljubertsy","Russian Federation",585,"Mob Duffel","Drama",105,2663,1,1,"Mike Hillyer",1.99,"2007-04-11",4
6449,"2005-07-12","July     ",117,"Edith Mcdonald",1,1,"Gandhinagar","India",961,"Wash Heavenly","Foreign",161,4395,1,1,"Mike Hillyer",6.99,"2007-04-11",7
6450,"2005-07-12","July     ",32,"Amy Lopez",1,1,"Jhansi","India",526,"Lock Rear","Travel",120,2413,2,2,"Jon Stephens",2.99,"2007-04-11",7
6451,"2005-07-12","July     ",381,"Bobby Boudreau",1,1,"South Hill","Anguilla",226,"Destiny Saturday","New",56,1008,2,2,"Jon Stephens",4.99,"2007-04-11",4
6452,"2005-07-12","July     ",388,"Craig Morrell",1,1,"Cavite","Philippines",22,"Amistad Midsummer","New",85,109,1,1,"Mike Hillyer",2.99,"2007-04-11",6
6453,"2005-07-12","July     ",169,"Erica Matthews",1,0,"Pingxiang","China",551,"Maiden Home","New",138,2506,2,2,"Jon Stephens",4.99,"2007-04-11",3
6454,"2005-07-12","July     ",446,"Theodore Culp",1,0,"Uluberia","India",877,"Taxi Kick","Music",64,4028,1,1,"Mike Hillyer",0.99,"2007-04-11",4
6455,"2005-07-12","July     ",277,"Olga Jimenez",1,1,"Ogbomosho","Nigeria",928,"Uptown Young","Children",84,4267,2,2,"Jon Stephens",2.99,"2007-04-11",5
6456,"2005-07-12","July     ",387,"Jesse Schilling",1,1,"Lubumbashi","Congo, The Democratic Republic of the",57,"Basic Easy","Travel",90,259,2,2,"Jon Stephens",6.99,"2007-04-11",4
6457,"2005-07-12","July     ",64,"Judith Cox",1,0,"Daxian","China",651,"Packer Madigan","Animation",84,2970,1,1,"Mike Hillyer",0.99,"2007-04-11",3
6458,"2005-07-12","July     ",138,"Hazel Warren",1,1,"Hohhot","China",616,"National Story","Documentary",92,2809,1,1,"Mike Hillyer",2.99,"2007-04-11",4
6459,"2005-07-12","July     ",557,"Felix Gaffney",1,1,"Vilnius","Lithuania",877,"Taxi Kick","Music",64,4025,1,1,"Mike Hillyer",0.99,"2007-04-11",4
6460,"2005-07-12","July     ",371,"Billy Poulin",1,1,"Cabuyao","Philippines",525,"Loathing Legally","Classics",140,2402,2,2,"Jon Stephens",1.99,"2007-04-11",4
6461,"2005-07-12","July     ",135,"Juanita Mason",1,1,"Pune","India",391,"Half Outfield","Family",146,1799,1,1,"Mike Hillyer",3.99,"2007-04-11",6
6462,"2005-07-12","July     ",414,"Vincent Ralston",1,1,"Allende","Mexico",989,"Working Microcosmos","Travel",74,4534,2,2,"Jon Stephens",7.99,"2007-04-11",4
6463,"2005-07-12","July     ",391,"Clarence Gamez",1,1,"Izumisano","Japan",644,"Oscar Gold","Animation",115,2930,1,1,"Mike Hillyer",2.99,"2007-04-11",7
6464,"2005-07-12","July     ",303,"William Satterfield",1,1,"Sanaa","Yemen",681,"Pirates Roxanne","Sports",100,3100,1,1,"Mike Hillyer",4.99,"2007-04-11",4
6465,"2005-07-12","July     ",207,"Gertrude Castillo",1,1,"Nuuk","Greenland",445,"Hyde Doctor","Classics",100,2047,2,2,"Jon Stephens",5.99,"2007-04-11",5
6466,"2005-07-12","July     ",235,"Jackie Lynch",1,1,"Buenaventura","Colombia",739,"Rocky War","Drama",145,3369,1,1,"Mike Hillyer",4.99,"2007-04-11",4
6467,"2005-07-12","July     ",457,"Bill Gavin",1,1,"Rockford","United States",448,"Idaho Love","New",172,2067,2,2,"Jon Stephens",7.99,"2007-04-11",3
6468,"2005-07-12","July     ",541,"Darren Windham",1,1,"Livorno","Italy",995,"Yentl Idaho","Horror",86,4560,2,2,"Jon Stephens",7.99,"2007-04-11",5
6469,"2005-07-12","July     ",147,"Joanne Robertson",1,1,"Urawa","Japan",838,"Stagecoach Armageddon","Action",112,3830,2,2,"Jon Stephens",4.99,"2007-04-11",5
6470,"2005-07-12","July     ",240,"Marlene Welch",1,1,"Iwaki","Japan",366,"Goldfinger Sensibility","Drama",93,1680,2,2,"Jon Stephens",0.99,"2007-04-11",3
6471,"2005-07-12","July     ",397,"Jimmy Schrader",1,1,"Atinsk","Russian Federation",487,"Jingle Sagebrush","Classics",124,2253,1,1,"Mike Hillyer",4.99,"2007-04-11",6
6472,"2005-07-12","July     ",183,"Ida Andrews",1,1,"Luzinia","Brazil",827,"Spice Sorority","Drama",141,3780,1,1,"Mike Hillyer",4.99,"2007-04-12",5
6473,"2005-07-12","July     ",594,"Eduardo Hiatt",1,1,"Jining","China",116,"Candidate Perdition","Classics",70,527,1,1,"Mike Hillyer",6.99,"2007-04-12",4
6474,"2005-07-12","July     ",43,"Christine Roberts",1,1,"Faaa","French Polynesia",69,"Beverly Outlaw","Sci-Fi",85,310,2,2,"Jon Stephens",3.99,"2007-04-12",3
6475,"2005-07-12","July     ",74,"Denise Kelly",1,1,"Rio Claro","Brazil",443,"Hurricane Affair","Comedy",49,2035,1,1,"Mike Hillyer",2.99,"2007-04-12",6
6476,"2005-07-12","July     ",28,"Cynthia Young",1,1,"Munger (Monghyr)","India",218,"Deceiver Betrayed","Drama",122,978,2,2,"Jon Stephens",0.99,"2007-04-12",7
6477,"2005-07-12","July     ",181,"Ana Bradley",1,1,"Memphis","United States",175,"Confused Candles","Family",122,804,2,2,"Jon Stephens",4.99,"2007-04-12",3
6478,"2005-07-12","July     ",483,"Vernon Chapa",1,1,"Denizli","Turkey",568,"Memento Zoolander","Comedy",77,2589,1,1,"Mike Hillyer",4.99,"2007-04-12",4
6479,"2005-07-12","July     ",558,"Jimmie Eggleston",1,0,"Wroclaw","Poland",568,"Memento Zoolander","Comedy",77,2587,1,1,"Mike Hillyer",9.99,"2007-04-12",4
6480,"2005-07-12","July     ",309,"Christopher Greco",1,1,"Brescia","Italy",676,"Philadelphia Wife","Sports",137,3076,1,1,"Mike Hillyer",4.99,"2007-04-12",7
6481,"2005-07-12","July     ",128,"Marjorie Tucker",1,1,"Jastrzebie-Zdrj","Poland",522,"Life Twisted","Comedy",137,2392,1,1,"Mike Hillyer",6.99,"2007-04-12",4
6482,"2005-07-12","July     ",57,"Evelyn Morgan",1,1,"Vaduz","Liechtenstein",898,"Tourist Pelican","Sports",152,4135,2,2,"Jon Stephens",4.99,"2007-04-12",4
6483,"2005-07-12","July     ",263,"Hilda Hopkins",1,1,"Mandaluyong","Philippines",234,"Disturbing Scarface","Sci-Fi",94,1053,2,2,"Jon Stephens",2.99,"2007-04-12",6
6484,"2005-07-12","July     ",556,"Armando Gruber",1,1,"Southport","United Kingdom",891,"Timberland Sky","Classics",69,4093,2,2,"Jon Stephens",2.99,"2007-04-12",3
6485,"2005-07-12","July     ",319,"Ronald Weiner",1,1,"San Felipe del Progreso","Mexico",271,"Easy Gladiator","Action",148,1224,1,1,"Mike Hillyer",6.99,"2007-04-12",5
6486,"2005-07-12","July     ",75,"Tammy Sanders",1,1,"Changhwa","Taiwan",873,"Sweethearts Suspects","Children",108,4008,2,2,"Jon Stephens",0.99,"2007-04-12",3
6487,"2005-07-12","July     ",277,"Olga Jimenez",1,1,"Ogbomosho","Nigeria",871,"Sweden Shining","Comedy",176,4000,2,2,"Jon Stephens",5.99,"2007-04-12",6
6488,"2005-07-12","July     ",169,"Erica Matthews",1,0,"Pingxiang","China",865,"Sunrise League","Animation",135,3974,2,2,"Jon Stephens",9.99,"2007-04-12",3
6489,"2005-07-12","July     ",268,"Nina Soto",1,1,"Palghat (Palakkad)","India",395,"Handicap Boondock","Action",108,1821,2,2,"Jon Stephens",1.99,"2007-04-12",4
6490,"2005-07-12","July     ",548,"Allan Cornish",1,1,"Tarlac","Philippines",486,"Jet Neighbors","Foreign",59,2249,2,2,"Jon Stephens",4.99,"2007-04-12",7
6491,"2005-07-12","July     ",415,"Glenn Pullen",1,1,"Amersfoort","Netherlands",615,"Nash Chocolat","Animation",180,2803,1,1,"Mike Hillyer",5.99,"2007-04-12",6
6492,"2005-07-12","July     ",590,"Seth Hannon",1,1,"al-Manama","Bahrain",103,"Bucket Brotherhood","Travel",133,466,2,2,"Jon Stephens",4.99,"2007-04-12",7
6493,"2005-07-12","July     ",184,"Vivian Ruiz",1,1,"s-Hertogenbosch","Netherlands",4,"Affair Prejudice","Horror",117,16,1,1,"Mike Hillyer",2.99,"2007-04-12",5
6494,"2005-07-12","July     ",57,"Evelyn Morgan",1,1,"Vaduz","Liechtenstein",249,"Dracula Crystal","Classics",176,1124,1,1,"Mike Hillyer",1.99,"2007-04-12",7
6495,"2005-07-12","July     ",19,"Ruth Martinez",1,1,"Kimberley","South Africa",532,"Loser Hustler","Sports",80,2440,1,1,"Mike Hillyer",4.99,"2007-04-12",5
6496,"2005-07-12","July     ",139,"Amber Dixon",1,1,"Touliu","Taiwan",776,"Secret Groundhog","Documentary",90,3550,1,1,"Mike Hillyer",6.99,"2007-04-12",6
6497,"2005-07-12","July     ",222,"Delores Hansen",1,1,"Jaroslavl","Russian Federation",206,"Dancing Fever","Documentary",144,933,2,2,"Jon Stephens",0.99,"2007-04-12",6
6498,"2005-07-12","July     ",48,"Ann Evans",1,1,"Niznekamsk","Russian Federation",55,"Barbarella Streetcar","Sci-Fi",65,243,1,1,"Mike Hillyer",3.99,"2007-04-12",6
6499,"2005-07-12","July     ",474,"Dustin Gillette",1,1,"Emmen","Netherlands",695,"President Bang","Family",144,3165,2,2,"Jon Stephens",7.99,"2007-04-12",6
6500,"2005-07-12","July     ",577,"Clifton Malcolm",1,1,"Tanshui","Taiwan",987,"Words Hunter","Music",116,4521,2,2,"Jon Stephens",2.99,"2007-04-12",3
6501,"2005-07-12","July     ",219,"Willie Howell",1,1,"Vicente Lpez","Argentina",625,"None Spiking","Sci-Fi",83,2851,2,2,"Jon Stephens",1.99,"2007-04-12",3
6502,"2005-07-12","July     ",40,"Amanda Carter",1,1,"Nador","Morocco",358,"Gilmore Boiled","Classics",163,1641,2,2,"Jon Stephens",0.99,"2007-04-12",5
6503,"2005-07-12","July     ",120,"Sylvia Ortiz",1,1,"Dos Quebradas","Colombia",292,"Excitement Eve","Action",51,1319,1,1,"Mike Hillyer",0.99,"2007-04-12",3
6504,"2005-07-12","July     ",535,"Javier Elrod",1,1,"NDjamna","Chad",829,"Spinal Rocky","Family",138,3786,2,2,"Jon Stephens",2.99,"2007-04-12",7
6505,"2005-07-12","July     ",415,"Glenn Pullen",1,1,"Amersfoort","Netherlands",869,"Suspects Quills","Action",47,3986,2,2,"Jon Stephens",3.99,"2007-04-12",4
6506,"2005-07-12","July     ",423,"Alfred Casillas",1,1,"Sawhaj","Egypt",85,"Bonnie Holocaust","Documentary",63,386,1,1,"Mike Hillyer",1.99,"2007-04-12",4
6507,"2005-07-12","July     ",118,"Kim Cruz",1,1,"Grand Prairie","United States",538,"Loverboy Attacks","New",162,2463,1,1,"Mike Hillyer",1.99,"2007-04-12",7
6508,"2005-07-12","July     ",597,"Freddie Duggan",1,1,"Sullana","Peru",322,"Flatliners Killer","Sports",100,1474,2,2,"Jon Stephens",2.99,"2007-04-12",5
6509,"2005-07-12","July     ",427,"Jesus Mccartney",1,1,"Guaruj","Brazil",540,"Lucky Flying","Music",97,2468,2,2,"Jon Stephens",2.99,"2007-04-12",7
6510,"2005-07-12","July     ",446,"Theodore Culp",1,0,"Uluberia","India",201,"Cyclone Family","Foreign",176,905,1,1,"Mike Hillyer",4.99,"2007-04-12",7
6511,"2005-07-12","July     ",322,"Jason Morrissey",1,1,"Baha Blanca","Argentina",298,"Eyes Driving","Sci-Fi",172,1350,2,2,"Jon Stephens",3.99,"2007-04-12",4
6512,"2005-07-12","July     ",68,"Nicole Peterson",1,1,"Shivapuri","India",371,"Gosford Donnie","Action",129,1703,2,2,"Jon Stephens",4.99,"2007-04-12",5
6513,"2005-07-12","July     ",393,"Philip Causey",1,1,"Korolev","Russian Federation",586,"Mockingbird Hollywood","Action",60,2671,1,1,"Mike Hillyer",0.99,"2007-04-12",4
6514,"2005-07-12","July     ",73,"Beverly Brooks",1,1,"Chiayi","Taiwan",778,"Secrets Paradise","Family",109,3562,1,1,"Mike Hillyer",9.99,"2007-04-12",3
6515,"2005-07-12","July     ",261,"Deanna Byrd",1,1,"Tuguegarao","Philippines",154,"Clash Freddy","Animation",81,706,2,2,"Jon Stephens",2.99,"2007-04-12",6
6516,"2005-07-12","July     ",291,"Toni Holt",1,1,"Roanoke","United States",190,"Creepers Kane","Classics",172,863,2,2,"Jon Stephens",4.99,"2007-04-12",5
6517,"2005-07-12","July     ",387,"Jesse Schilling",1,1,"Lubumbashi","Congo, The Democratic Republic of the",42,"Artist Coldblooded","Sports",170,185,1,1,"Mike Hillyer",5.99,"2007-04-12",5
6518,"2005-07-12","July     ",288,"Bobbie Craig",1,1,"Valle de Santiago","Mexico",592,"Monster Spartacus","Music",107,2698,2,2,"Jon Stephens",3.99,"2007-04-12",6
6519,"2005-07-12","July     ",598,"Wade Delvalle",1,1,"Lausanne","Switzerland",901,"Tracy Cider","Animation",142,4149,1,1,"Mike Hillyer",4.99,"2007-04-12",3
6520,"2005-07-12","July     ",270,"Leah Curtis",1,1,"Kalisz","Poland",336,"French Holiday","Documentary",99,1535,1,1,"Mike Hillyer",4.99,"2007-04-12",5
6521,"2005-07-12","July     ",49,"Joyce Edwards",1,1,"Jedda","Saudi Arabia",725,"Requiem Tycoon","Classics",167,3293,1,1,"Mike Hillyer",7.99,"2007-04-12",6
6522,"2005-07-12","July     ",142,"April Burns",1,1,"Dundee","United Kingdom",855,"Streak Ridgemont","Documentary",132,3916,1,1,"Mike Hillyer",0.99,"2007-04-12",7
6523,"2005-07-12","July     ",574,"Julian Vest",1,1,"Akishima","Japan",402,"Harper Dying","Animation",52,1848,1,1,"Mike Hillyer",2.99,"2007-04-12",3
6524,"2005-07-12","July     ",376,"Randy Gaither",1,1,"Kurgan","Russian Federation",321,"Flash Wars","New",123,1467,2,2,"Jon Stephens",6.99,"2007-04-12",3
6525,"2005-07-12","July     ",103,"Gladys Hamilton",1,1,"Ilorin","Nigeria",308,"Ferris Mother","Comedy",142,1408,1,1,"Mike Hillyer",5.99,"2007-04-12",3
6526,"2005-07-12","July     ",225,"Arlene Harvey",1,1,"Ambattur","India",374,"Graffiti Love","Sci-Fi",117,1718,2,2,"Jon Stephens",3.99,"2007-04-12",3
6527,"2005-07-12","July     ",65,"Rose Howard",1,1,"Cayenne","French Guiana",118,"Canyon Stock","Animation",85,538,1,1,"Mike Hillyer",0.99,"2007-04-12",7
6528,"2005-07-12","July     ",598,"Wade Delvalle",1,1,"Lausanne","Switzerland",837,"Stage World","Comedy",85,3824,2,2,"Jon Stephens",4.99,"2007-04-12",4
6529,"2005-07-12","July     ",503,"Angel Barclay",1,1,"Ueda","Japan",235,"Divide Monster","Sci-Fi",68,1058,2,2,"Jon Stephens",2.99,"2007-04-12",6
6530,"2005-07-12","July     ",75,"Tammy Sanders",1,1,"Changhwa","Taiwan",747,"Roxanne Rebel","Games",171,3410,1,1,"Mike Hillyer",0.99,"2007-04-12",5
6531,"2005-07-12","July     ",510,"Ben Easter",1,0,"Kamyin","Russian Federation",920,"Unbreakable Karate","New",62,4231,2,2,"Jon Stephens",1.99,"2007-04-12",3
6532,"2005-07-12","July     ",225,"Arlene Harvey",1,1,"Ambattur","India",514,"Lebowski Soldiers","Drama",69,2361,1,1,"Mike Hillyer",2.99,"2007-04-12",6
6533,"2005-07-12","July     ",366,"Brandon Huey",1,1,"Balikesir","Turkey",843,"Steel Santa","Classics",143,3853,1,1,"Mike Hillyer",6.99,"2007-04-12",4
6534,"2005-07-12","July     ",577,"Clifton Malcolm",1,1,"Tanshui","Taiwan",513,"Leathernecks Dwarfs","Travel",153,2359,1,1,"Mike Hillyer",2.99,"2007-04-12",6
6535,"2005-07-12","July     ",446,"Theodore Culp",1,0,"Uluberia","India",417,"Hills Neighbors","Action",93,1921,1,1,"Mike Hillyer",0.99,"2007-04-12",5
6536,"2005-07-12","July     ",289,"Violet Rodriquez",1,1,"Kowloon and New Kowloon","Hong Kong",771,"Scorpion Apollo","Drama",137,3521,2,2,"Jon Stephens",7.99,"2007-04-12",3
6537,"2005-07-12","July     ",207,"Gertrude Castillo",1,1,"Nuuk","Greenland",741,"Roman Punk","Music",81,3381,2,2,"Jon Stephens",0.99,"2007-04-12",7
6538,"2005-07-12","July     ",529,"Erik Guillen",1,1,"Bhimavaram","India",433,"Horn Working","Animation",95,1987,2,2,"Jon Stephens",6.99,"2007-04-12",4
6539,"2005-07-12","July     ",259,"Lena Jensen",1,1,"Halisahar","India",491,"Jumping Wrath","Children",74,2275,1,1,"Mike Hillyer",3.99,"2007-04-12",4
6540,"2005-07-12","July     ",156,"Bertha Ferguson",1,1,"Ondo","Nigeria",207,"Dangerous Uptown","Foreign",121,937,1,1,"Mike Hillyer",6.99,"2007-04-12",7
6541,"2005-07-12","July     ",529,"Erik Guillen",1,1,"Bhimavaram","India",390,"Guys Falcon","Sci-Fi",84,1795,2,2,"Jon Stephens",5.99,"2007-04-12",4
6542,"2005-07-12","July     ",359,"Willie Markham",1,1,"Almirante Brown","Argentina",528,"Lolita World","Family",155,2421,1,1,"Mike Hillyer",2.99,"2007-04-12",4
6543,"2005-07-12","July     ",264,"Gwendolyn May",1,1,"Higashiosaka","Japan",562,"Masked Bubble","Music",151,2568,2,2,"Jon Stephens",0.99,"2007-04-12",6
6544,"2005-07-12","July     ",97,"Annie Russell",1,1,"Tete","Mozambique",270,"Earth Vision","New",85,1218,1,1,"Mike Hillyer",0.99,"2007-04-12",7
6545,"2005-07-12","July     ",376,"Randy Gaither",1,1,"Kurgan","Russian Federation",972,"Whisperer Giant","Sci-Fi",59,4447,1,1,"Mike Hillyer",8.99,"2007-04-12",4
6546,"2005-07-12","July     ",105,"Dawn Sullivan",1,1,"Funafuti","Tuvalu",86,"Boogie Amelie","Music",121,393,2,2,"Jon Stephens",4.99,"2007-04-12",6
6547,"2005-07-12","July     ",262,"Patsy Davidson",1,1,"Portoviejo","Ecuador",583,"Mission Zoolander","Animation",164,2656,2,2,"Jon Stephens",7.99,"2007-04-12",3
6548,"2005-07-12","July     ",488,"Shane Millard",1,1,"La Paz","Mexico",544,"Madison Trap","Documentary",147,2480,2,2,"Jon Stephens",5.99,"2007-04-12",4
6549,"2005-07-12","July     ",493,"Brent Harkins",1,1,"Sultanbeyli","Turkey",590,"Money Harold","New",135,2688,2,2,"Jon Stephens",7.99,"2007-04-12",3
6550,"2005-07-12","July     ",112,"Rosa Reynolds",1,1,"Lancaster","United States",471,"Island Exorcist","Classics",84,2184,1,1,"Mike Hillyer",2.99,"2007-04-12",7
6551,"2005-07-12","July     ",567,"Alfredo Mcadams",1,1,"Serpuhov","Russian Federation",63,"Bedazzled Married","Family",73,282,1,1,"Mike Hillyer",0.99,"2007-04-12",6
6552,"2005-07-12","July     ",493,"Brent Harkins",1,1,"Sultanbeyli","Turkey",167,"Coma Head","Travel",109,766,2,2,"Jon Stephens",4.99,"2007-04-12",6
6553,"2005-07-12","July     ",265,"Jennie Terry",1,1,"Olomouc","Czech Republic",252,"Dream Pickup","Action",135,1137,1,1,"Mike Hillyer",5.99,"2007-04-12",6
6554,"2005-07-12","July     ",178,"Marion Snyder",1,1,"Santa Brbara dOeste","Brazil",601,"Moulin Wake","Travel",79,2741,2,2,"Jon Stephens",5.99,"2007-04-12",4
6555,"2005-07-12","July     ",188,"Melanie Armstrong",1,1,"Bayugan","Philippines",284,"Enemy Odds","Music",77,1282,1,1,"Mike Hillyer",4.99,"2007-04-12",5
6556,"2005-07-12","July     ",570,"Ivan Cromwell",1,1,"Monclova","Mexico",851,"Straight Hours","Sports",151,3901,2,2,"Jon Stephens",0.99,"2007-04-12",3
